,group_of_words,dates,frequencies
621,"('g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
622,"('g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
623,"('get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
624,"('get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
625,"('get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
626,"('nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
627,"('case', 'death', 'new', 'total')","[datetime.date(2020, 8, 29)]",[0.015697817022320332]
628,"('abl', 'amp', 'count', 'earlyvot')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
629,"('abl', 'amp', 'count', 'eod')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
630,"('abl', 'amp', 'count', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
631,"('abl', 'amp', 'count', 'get')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
632,"('abl', 'amp', 'count', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
633,"('abl', 'amp', 'count', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
634,"('abl', 'amp', 'count', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
635,"('abl', 'amp', 'earlyvot', 'eod')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
636,"('abl', 'amp', 'earlyvot', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
637,"('abl', 'amp', 'earlyvot', 'get')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
638,"('abl', 'amp', 'earlyvot', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
639,"('abl', 'amp', 'earlyvot', 'person')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
640,"('abl', 'amp', 'earlyvot', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
641,"('abl', 'amp', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
642,"('abl', 'amp', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
643,"('abl', 'amp', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
644,"('abl', 'amp', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
645,"('abl', 'amp', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
646,"('abl', 'amp', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
647,"('abl', 'amp', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
648,"('abl', 'amp', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
649,"('abl', 'amp', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
650,"('abl', 'amp', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
651,"('abl', 'amp', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
652,"('abl', 'amp', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
653,"('abl', 'amp', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
654,"('abl', 'amp', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
655,"('abl', 'amp', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
656,"('abl', 'count', 'earlyvot', 'eod')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
657,"('abl', 'count', 'earlyvot', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
658,"('abl', 'count', 'earlyvot', 'get')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
659,"('abl', 'count', 'earlyvot', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
660,"('abl', 'count', 'earlyvot', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
661,"('abl', 'count', 'earlyvot', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
662,"('abl', 'count', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
663,"('abl', 'count', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
664,"('abl', 'count', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
665,"('abl', 'count', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
666,"('abl', 'count', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
667,"('abl', 'count', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
668,"('abl', 'count', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
669,"('abl', 'count', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
670,"('abl', 'count', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
671,"('abl', 'count', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
672,"('abl', 'count', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
673,"('abl', 'count', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
674,"('abl', 'count', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
675,"('abl', 'count', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
676,"('abl', 'count', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
677,"('abl', 'earlyvot', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
678,"('abl', 'earlyvot', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
679,"('abl', 'earlyvot', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
680,"('abl', 'earlyvot', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
681,"('abl', 'earlyvot', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
682,"('abl', 'earlyvot', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
683,"('abl', 'earlyvot', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
684,"('abl', 'earlyvot', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
685,"('abl', 'earlyvot', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
686,"('abl', 'earlyvot', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
687,"('abl', 'earlyvot', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
688,"('abl', 'earlyvot', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
689,"('abl', 'earlyvot', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
690,"('abl', 'earlyvot', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
691,"('abl', 'earlyvot', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
692,"('abl', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
693,"('abl', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
694,"('abl', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
695,"('abl', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
696,"('abl', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
697,"('abl', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
698,"('abl', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
699,"('abl', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
700,"('abl', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
701,"('abl', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
702,"('abl', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
703,"('abl', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
704,"('abl', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
705,"('abl', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
706,"('abl', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
707,"('abl', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
708,"('abl', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
709,"('abl', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
710,"('abl', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
711,"('abl', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
712,"('amp', 'count', 'earlyvot', 'eod')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
713,"('amp', 'count', 'earlyvot', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
714,"('amp', 'count', 'earlyvot', 'get')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
715,"('amp', 'count', 'earlyvot', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
716,"('amp', 'count', 'earlyvot', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
717,"('amp', 'count', 'earlyvot', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
718,"('amp', 'count', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
719,"('amp', 'count', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
720,"('amp', 'count', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
721,"('amp', 'count', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
722,"('amp', 'count', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
723,"('amp', 'count', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
724,"('amp', 'count', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
725,"('amp', 'count', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
726,"('amp', 'count', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
727,"('amp', 'count', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
728,"('amp', 'count', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
729,"('amp', 'count', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
730,"('amp', 'count', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
731,"('amp', 'count', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
732,"('amp', 'count', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
733,"('amp', 'earlyvot', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
734,"('amp', 'earlyvot', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
735,"('amp', 'earlyvot', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
736,"('amp', 'earlyvot', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
737,"('amp', 'earlyvot', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
738,"('amp', 'earlyvot', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
739,"('amp', 'earlyvot', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
740,"('amp', 'earlyvot', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
741,"('amp', 'earlyvot', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
742,"('amp', 'earlyvot', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
743,"('amp', 'earlyvot', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
744,"('amp', 'earlyvot', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
745,"('amp', 'earlyvot', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
746,"('amp', 'earlyvot', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
747,"('amp', 'earlyvot', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
748,"('amp', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
749,"('amp', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
750,"('amp', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
751,"('amp', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
752,"('amp', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
753,"('amp', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
754,"('amp', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
755,"('amp', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
756,"('amp', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
757,"('amp', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
758,"('amp', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
759,"('amp', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
760,"('amp', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
761,"('amp', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
762,"('amp', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
763,"('amp', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
764,"('amp', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
765,"('amp', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
766,"('amp', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
767,"('amp', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
768,"('count', 'earlyvot', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
769,"('count', 'earlyvot', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
770,"('count', 'earlyvot', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
771,"('count', 'earlyvot', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
772,"('count', 'earlyvot', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
773,"('count', 'earlyvot', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
774,"('count', 'earlyvot', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
775,"('count', 'earlyvot', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
776,"('count', 'earlyvot', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
777,"('count', 'earlyvot', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
778,"('count', 'earlyvot', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
779,"('count', 'earlyvot', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
780,"('count', 'earlyvot', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
781,"('count', 'earlyvot', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
782,"('count', 'earlyvot', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
783,"('count', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
784,"('count', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
785,"('count', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
786,"('count', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
787,"('count', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
788,"('count', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
789,"('count', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
790,"('count', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
791,"('count', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
792,"('count', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
793,"('count', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
794,"('count', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
795,"('count', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
796,"('count', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
797,"('count', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
798,"('count', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
799,"('count', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
800,"('count', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
801,"('count', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
802,"('count', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
803,"('earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
804,"('earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
805,"('earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
806,"('earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
807,"('earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
808,"('earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
809,"('earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
810,"('earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
811,"('earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
812,"('earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
813,"('earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
814,"('earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
815,"('earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
816,"('earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
817,"('earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
818,"('earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
819,"('earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
820,"('earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
821,"('earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
822,"('earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
823,"('eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
824,"('eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
825,"('eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
826,"('eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
827,"('eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
828,"('eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
829,"('eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
830,"('eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
831,"('eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
832,"('eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
833,"('g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
